Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
41233,-10.64579965,5.918306659,-11.67104259,8.807369179,-7.975501366,-3.586806344,-13.61679705,6.428169346,-7.368451293,-12.88815829,6.854953114,-13.21169503,1.035612343,-13.77895564,1.040448355,-11.29032781,-20.57802205,-7.547824112,3.118479766,-0.046170179,2.571969593,0.206809359,-1.6678014,0.558418754,-0.027897877,0.354253782,0.273328727,-0.152908081,0,1
41237,-10.28178404,6.302384784,-13.27171803,8.925115476,-9.975578311,-2.832513464,-12.70325266,6.706845839,-7.078423958,-12.80568319,6.786058302,-13.06423989,1.179524511,-13.69487304,0.951479176,-10.95428573,-20.58359279,-7.517262132,2.872353636,-0.247647528,2.479413508,0.366932842,0.042804648,0.478278892,0.157770818,0.329900959,0.163504341,-0.485552213,118.3,1
41243,-10.94073911,6.261585851,-14.18233878,7.183602086,-9.951363344,-3.860820337,-13.54730219,7.096471646,-6.294029443,-13.60814316,7.127165321,-12.61100369,1.214556398,-13.90629682,1.514069906,-11.12573906,-19.71625731,-7.55278909,3.656787071,-0.088342082,2.267448261,-0.492029168,-0.239302866,0.45436821,-0.101611063,0.446996733,0.062292647,-0.4397699,45.49,1
41273,-11.68221489,6.332882093,-13.29710925,7.690771915,-10.88989052,-2.792360038,-12.56178258,7.28712221,-7.570322409,-12.83573768,5.804707852,-12.15623949,1.184984663,-10.46867709,-0.416743197,-10.99979235,-22.60886819,-9.498745921,2.102735407,-1.009319938,2.133456284,-1.271508967,-0.035303887,0.615053695,0.349023768,-0.428922797,-0.694935387,-0.818970429,173.07,1
41285,-12.83575958,6.574615429,-12.78846248,8.786256839,-10.72312092,-2.813535856,-14.24884653,7.960520822,-7.718750649,-13.07406817,5.975130667,-12.37537465,1.472205119,-11.47069251,0.993143254,-10.97380462,-21.0476299,-7.990783284,3.331039029,-0.61729615,2.67949007,-0.047335106,-0.836982346,0.625349328,0.125864938,0.177623612,-0.817680256,-0.521029796,37.32,1
41305,-12.98094256,6.720507771,-13.45563594,8.698610093,-11.47955178,-2.681518651,-14.01929076,8.218190513,-7.930899968,-12.6959474,5.589361632,-11.96086603,1.538670762,-9.887214067,0.633979218,-11.35024385,-21.71018765,-8.859451925,3.62971365,-0.84330262,2.549628235,-0.532227764,-0.235096474,0.673209169,0.226597972,-0.006167858,-1.185695506,-0.747361321,59.68,1
41308,-13.68076032,6.990389242,-13.77000114,8.694896899,-11.42696797,-2.91984499,-14.59456159,8.622904736,-8.090697004,-12.78063394,5.330601351,-11.89806515,1.595992902,-9.560169271,0.596403763,-11.3809956,-21.53680163,-8.485355805,3.51761051,-0.87739161,2.989552509,0.497598717,-0.509290299,0.732503457,0.280527954,0.280037142,-1.406686836,-0.663643364,0.76,1
41313,-13.89720587,6.344280456,-14.28166644,5.581008997,-12.88713316,-3.146176367,-15.45046722,9.060281474,-5.486120777,-14.67647025,5.148351721,-10.74959199,1.585488968,-9.798012077,0.733276999,-12.6752689,-20.74066372,-8.153668026,5.22834179,-1.025227924,3.058081838,0.94118029,-0.232710298,0.763508019,0.075456239,-0.453839572,-1.508968257,-0.686835739,9.99,1
41353,-15.0209806,8.075239752,-16.29809054,5.664820053,-11.91815337,-4.246957124,-14.71666755,9.435084321,-6.795398127,-15.12416281,6.037666229,-11.67672224,1.326978786,-12.38160589,-0.071639278,-9.48414337,-19.67188145,-7.643272821,1.169064418,-0.995786858,2.525115463,-0.832074337,-0.186116823,0.429780834,0.697102812,0.056031074,-1.31088762,-0.707402991,34.12,1
41397,-14.97034565,8.40142101,-16.86723849,8.252334306,-13.56513049,-2.782437559,-14.26373535,9.643419146,-7.701498684,-14.22669806,5.610998797,-11.79397883,1.59838653,-11.60697038,-0.044180444,-9.286954737,-19.89972642,-7.518050849,1.243517499,-1.614660056,2.714044802,-0.101355311,-0.439665974,0.519513861,0.789327982,0.064357427,-1.621385686,-1.104819209,273.01,1
41406,0.64206735,-0.795951641,1.134627484,1.969849932,-1.033832424,0.495757716,-0.203349288,0.174954289,1.120622644,-0.533235039,-0.717715907,1.392258968,0.263799198,-0.783529362,-1.761765972,-1.239914232,0.868602148,-1.484605558,-0.021204565,0.252477985,-0.257496063,-0.726541153,-0.071570585,0.421059526,0.321639364,-0.554094905,0.054846067,0.070517007,225.4,0
41413,-15.14044962,7.378042412,-16.35636736,9.194934914,-13.46616329,-2.958430501,-16.16553862,10.07525395,-7.901821126,-13.00940281,4.828235332,-11.05840142,1.998125576,-8.592047402,0.540385309,-10.6157453,-21.01789834,-8.397393052,3.18355895,-1.691481988,3.147428105,0.341677595,-1.150162471,0.795189735,-0.194542181,0.145963569,-2.458680348,-1.189887881,106.55,1
41505,-16.52650657,8.584971796,-18.64985319,9.505593515,-13.79381853,-2.832404299,-16.7016943,7.517343904,-8.507058637,-14.11018444,5.29923635,-10.83400648,1.671120253,-9.373858584,0.360805642,-9.899246541,-19.23629237,-8.398551995,3.101735369,-1.514923435,1.190738695,-1.127670009,-2.35857877,0.673461329,-1.413699675,-0.462762361,-2.018575249,-1.04280417,364.19,1
41582,-1.048005289,1.300218777,-0.180400576,2.589842643,-1.164793552,0.031823406,-2.175778099,0.699071738,-1.140208278,-3.226787107,3.49080495,-2.45433921,0.177189485,-5.160608097,-0.686114234,-3.996144713,-4.695562722,-1.819160964,1.461080319,0.644993308,0.549014458,0.624321411,-0.13666272,0.131737919,0.030921372,-0.176701082,0.504897672,0.069882453,39.45,1
41607,-18.24751323,8.713250171,-17.88012682,9.249459237,-14.54121252,-1.911563593,-18.01466013,5.52216219,-9.283924512,-14.55715905,4.392435586,-10.38007312,1.611820901,-6.917639506,0.158841037,-10.32824239,-20.25455569,-8.534522564,3.256534481,-0.526368288,0.598842606,0.615318868,-0.486498927,0.739268468,-0.236844752,-0.04608167,-3.011473285,-1.022147466,53.95,1
41646,-3.240186587,2.97812179,-4.162313937,3.869124379,-3.645256455,-0.126270561,-4.744729737,-0.065331044,-2.168366095,-4.758304075,3.471097846,-6.533106769,-0.98346867,-6.073989003,1.125406709,-7.718042405,-9.855927437,-5.193907893,2.042697688,-0.224043463,2.601441029,0.231910116,-0.036489849,0.042639645,-0.438330346,-0.12582108,0.421299802,0.003145876,172.32,1
41743,-2.144411474,1.073499095,-2.773662944,1.384393731,-4.015477127,0.747235432,1.525637535,0.192987836,-2.431861966,-4.155837834,4.35477463,-2.872400109,0.468875462,-4.555666748,0.699671493,-2.901140776,-4.674667111,-2.213623252,1.29616505,0.668123787,0.14465328,-0.88568164,0.625098628,0.096526892,-0.189454896,0.532908314,0.423044722,-0.21026631,802.52,1
41791,-7.222731306,6.15577293,-10.82645984,4.180779179,-6.123555101,-3.114136482,-6.895112283,5.161516377,-2.516476533,-6.403370552,3.186057948,-6.855570981,-0.837722615,-8.036614875,0.956969644,-4.557193454,-7.654704244,-2.588418644,0.718555009,0.818859417,0.912700322,-0.630358133,0.190886662,-0.061263432,0.379774657,-0.266845465,1.193694577,0.257468457,99.99,1
41851,-19.13973286,9.28684736,-20.1349921,7.81867331,-15.65220768,-1.668347707,-21.3404781,0.641899701,-8.550110327,-16.64962816,4.818152447,-9.445314783,1.317056293,-7.243460974,0.830910291,-9.53325705,-18.75064115,-8.092648773,3.326758275,0.427203431,-2.182691946,0.520543072,-0.760556415,0.662766638,-0.948454306,0.121795926,-3.381842929,-1.256523621,139.9,1
41855,1.245022822,-0.603633716,0.175631742,-0.782088917,-0.669931334,-0.350214163,-0.42770576,-0.06093188,-1.281770104,0.736487877,1.796534538,0.560564928,0.830940111,0.014488308,0.12845443,0.864623424,0.276770649,-1.426140408,0.429631137,0.197203431,0.330297472,0.814321543,-0.150187805,0.076398059,0.536127332,-0.111803279,0.002430698,0.007145482,60.75,0
41870,-20.9069081,9.843153223,-19.94772605,6.155788648,-15.14201316,-2.239565648,-21.23446315,1.151795066,-8.739670371,-18.27116817,4.677349297,-9.583566437,1.035165824,-8.199690029,-0.326518882,-8.376438821,-18.48546032,-7.589973959,1.126640365,0.396654845,-1.977196194,0.652931885,-0.519776859,0.54170173,-0.053860761,0.112670774,-3.765371009,-1.071238312,1,1
41919,-0.837782167,0.667204817,1.838185793,0.304407236,0.458400407,-0.153992843,0.836151698,-0.207676667,0.00450238,0.563097274,1.467139872,-0.274730783,-1.811730871,0.245898709,0.547455911,-0.239710489,-0.484340012,0.141393694,-0.323535287,0.016239584,0.010812523,0.383323571,-0.000654016,0.154346813,-0.266727879,-0.54518996,-0.217531068,-0.222302306,3.32,0
41991,-4.566341567,3.35345148,-4.572027808,3.616119304,-2.493138109,-1.089999713,-5.55143307,0.447783084,-2.424414026,-5.699922283,3.586824183,-6.636229049,-1.128176444,-7.245549595,0.638325536,-6.856810039,-8.851878505,-4.591883227,0.936939859,-0.249127727,2.674465879,-0.02087998,-0.302447084,-0.0863964,-0.51605978,-0.295102234,0.195985146,0.141115103,1,1
42135,-0.361810733,1.403989198,-0.040159037,0.830448101,1.096102188,-0.058802293,1.257786655,-0.35644715,-0.296120304,1.046719502,-0.718822518,0.268419115,1.296295358,-0.079166297,1.050253376,-0.87951951,-0.256530082,-0.456555733,0.572945709,0.487792195,0.017333503,0.707248321,-0.093188869,-0.72999707,-0.652183993,-0.295126667,0.576053004,0.2202007,28.61,0
42247,-2.52401157,2.098151867,-4.94607521,6.45658841,3.173921377,-3.058806055,-0.184709665,-0.390419987,-3.649811799,-4.077585409,4.389213503,-5.849558007,-0.750964375,-11.58389839,0.838750053,-1.461029247,0.635694233,0.390150149,-1.063027616,-0.162797482,0.027934968,0.220366441,0.976347942,-0.290539415,1.161001791,0.663953624,0.456022723,-0.405682085,1,1
42308,1.131711587,-0.591581387,1.08143811,-0.013042735,-1.211694464,-0.04890388,-0.833985294,0.228759154,1.232399759,-0.401965608,-0.58682005,-0.059977879,-1.015830464,-0.224633548,0.657735522,-0.015393915,0.293568059,-0.788493299,-0.07689469,-0.094739071,-0.100572544,-0.18343614,0.096993755,0.13913179,-0.086191236,1.369558276,-0.056544961,0.010250661,35.57,0
42474,-3.843009034,3.375110204,-5.492893197,6.136377643,2.797195461,-2.646162265,-1.668931064,-2.617552052,-3.945842603,-4.565252094,4.097216074,-5.450916439,-0.965692752,-10.90445887,0.526947764,-1.13975413,0.835639563,0.389774231,-1.439607976,0.054795567,-1.277811583,0.719652001,0.451125175,-0.258093651,0.656129467,0.556676326,0.739383213,-0.203049674,1,1
42483,1.268547131,0.043320926,0.459862485,1.010892209,-0.057222965,0.51477381,-0.367415393,0.05395426,0.727902575,-0.198408848,-1.907539169,0.501684955,1.241896323,-0.561246175,0.046535323,0.26343831,-0.752995657,0.331096769,0.286192804,-0.028474033,0.009753862,0.322958034,-0.325476061,-0.946449063,0.872172834,-0.132579507,0.064637097,0.018201882,9.98,0
42486,-3.152086996,1.362087792,-0.934446881,-1.554591588,-1.645255253,0.274594222,-1.895993122,-4.606672754,-1.973043826,-0.928666258,-0.826434674,-0.531428582,-1.253256374,1.451781206,0.022099409,1.320761056,1.053878736,-1.669975575,-0.691364431,0.970357512,-2.265833698,1.470422631,-0.415687731,0.114997172,0.230397158,-0.18400931,0.186500932,-0.006858435,199,0
42577,1.131969264,0.089324096,-0.129652629,0.387910241,-0.003875535,-0.709019767,0.427448828,-0.192650676,-0.486367642,0.07179782,1.259059164,1.054466367,0.36874161,0.603178023,0.05420638,0.311487556,-0.637982894,-0.308263485,0.497731415,0.080652763,-0.308331426,-1.096796604,0.029913672,0.016608832,0.286718991,0.132414565,-0.078818285,0.0087169,74.9,0
42598,-0.674682439,0.457265445,1.496437493,1.321862598,-0.236481673,0.744581283,1.085802939,0.16528013,-0.837720085,-0.355449718,1.175232977,0.911600923,0.050321694,0.172334347,-0.397160611,-0.957506318,0.38785761,-0.166197107,1.011698451,0.415162842,0.09266562,0.162842752,0.095617052,0.029759526,0.572505241,-0.151987257,-0.022453005,-0.013119977,178,0
42680,1.416820869,-0.646118898,-0.296336485,-1.007428685,-0.435712059,-0.20821175,-0.537995166,-0.0094092,-0.90460306,0.850270568,0.20551018,-0.931113501,-0.869328576,0.292682335,0.169219014,1.583629703,-0.316186021,-0.366663042,1.248023999,0.093111775,0.188940221,0.34126286,-0.27878553,-0.833173752,0.7086143,-0.060167728,-0.023433923,-0.00970832,35.9,0
42760,-0.95467584,0.072682484,1.536600262,1.24749794,1.073094276,-0.342715888,-0.005765326,0.202030838,-0.994974709,0.061831327,1.471527158,0.878095474,0.42368925,0.483461276,0.772418465,-0.475694045,-0.08867839,0.256228168,0.579745104,0.319153388,0.353020175,0.811833816,0.002403623,0.036949837,-0.187842707,-0.198885558,0.143476213,0.155276743,23.88,0
42957,-3.434907597,-1.335113041,0.387497075,-2.087459545,-1.109935025,-1.294443887,0.087575481,0.255595719,0.109331991,0.624992222,-1.060556195,-0.006712126,0.262593477,-0.523603896,-0.666333781,-0.640492983,-0.421549642,0.772800776,-2.16139998,-0.434130953,-0.636448514,-0.677560354,-0.284186959,0.473586686,-0.288518121,0.921562187,0.13669344,-0.083210123,191.15,0
42985,-4.075974685,0.963031254,-5.076070198,4.955963358,-0.161436852,-2.832662998,-7.619765445,1.618895441,-2.992092157,-7.142199114,6.278665845,-9.407060948,-1.818873961,-10.73957189,0.224206084,-8.427082796,-13.50215289,-4.712967589,2.630475995,0.058861252,1.030738252,0.165327776,-1.017502314,-0.477983381,-0.304986825,-0.106089275,1.899714342,0.511461707,1,1
42988,-4.423507627,1.648047774,-6.934387857,4.894600566,-5.07813112,0.010848878,-3.409095679,1.4092905,-3.260671529,-7.781352763,6.283377078,-9.65660636,-1.619134855,-10.73210893,0.288220764,-7.898122052,-13.5706825,-4.5902353,2.590173384,-0.562264104,0.698359061,0.487477721,1.22869828,-0.535217333,0.388278096,-0.009465647,2.300164248,0.08123149,648,1
43028,-1.109645525,0.8110693,-1.138135327,0.93526467,-2.330247878,-0.116106055,-1.621986235,0.4580279,-0.912189159,-2.961995702,2.778967896,-2.379599611,0.918962784,-4.01578678,-0.530009791,-2.815887768,-6.649357788,-1.746113284,1.083406764,0.168890573,0.641593528,0.841754905,0.176727751,0.081004118,-0.258898743,0.707654245,0.418648659,0.080755754,204.27,1
43217,-3.413883681,-3.998269118,2.205103626,-1.777382847,1.921467172,-1.284521615,-2.392200289,0.1302164,-1.729370422,1.616437385,1.479969868,-0.607949468,-0.23267503,-0.533155929,0.448101376,-0.36663243,0.376553038,-0.034271606,-1.186666383,-0.921609814,-0.147887684,0.443209903,-0.558010132,-0.22240294,0.101689177,-0.169450455,-0.160377919,0.287473095,72,0
43369,-3.365318521,2.426503265,-3.752226527,0.276016598,-2.305870297,-1.961578319,-3.029283445,-1.674461748,0.183961286,-4.980928438,3.657881667,-6.409822355,-1.087310295,-8.509433187,1.432571787,-5.369890011,-9.0690794,-2.819806596,0.874542948,-0.036837326,2.070008164,-0.512625728,-0.248501692,0.126549624,0.104166257,-1.055997326,-1.200164967,-1.012065843,88,1
43467,0.908901291,-1.362773542,0.321426461,0.346046442,-0.593916338,1.770259434,-0.92023139,0.458245224,-0.144712419,0.592076859,-0.870313283,0.267666528,-0.002808871,-0.359478039,-0.818547152,-1.2524598,-0.340767071,1.740935892,-0.216811627,-0.14293994,-0.459250964,-1.047855055,-0.268860186,-1.748004948,0.367454168,-0.355541534,0.068566807,0.043615708,208.67,0
43494,-1.278137735,0.71624158,-1.143279229,0.217804801,-1.29389047,-1.168951525,-2.564181983,0.204532468,-1.611154623,-1.250285537,3.367361023,-4.583095845,-0.806939684,-5.208305222,0.525823682,-1.815914313,-5.249111468,-2.196691207,2.109052645,0.817203155,0.490182668,0.470427403,-0.126261344,-0.126644459,-0.661907559,-0.349792997,0.454851068,0.137843477,24.9,1
43719,0.852068438,-2.07421064,0.338876431,-1.062014939,-2.06336574,-0.798684075,-0.643749064,-0.252386439,-1.750907609,1.262901891,-0.454467725,-0.929010305,0.402351511,-0.26707173,0.817657208,-0.135354342,0.446128922,0.007980089,-0.345676547,0.349685516,-0.167145155,-0.903759248,-0.11454188,0.352021426,0.001592754,-0.445662526,-0.021794478,0.08809398,349.7,0
44012,-0.698286711,1.348840359,0.789381436,0.919049143,-0.515000196,-0.602761259,0.79643179,0.157148567,-0.807922392,-0.398044866,-0.63973042,0.072879132,0.232758161,0.591715513,0.974676507,-0.190780106,-0.047983011,0.135313267,0.422113914,-0.115401936,0.21196416,0.511844085,-0.062686008,0.40193653,-0.230324909,-0.344431274,-0.053439557,0.079954152,85,0
44086,1.071175241,-1.089304842,0.953444427,-0.661378395,-1.473710625,-0.014217962,-1.065849346,0.184342579,-0.679524356,0.685339994,1.775441934,0.182398923,0.138951833,-0.177304185,0.670086448,1.339952794,0.163669911,-0.845647244,0.04427874,0.274030922,0.537159274,1.261479766,-0.151811464,0.284004478,0.256864867,-0.061095422,0.03025125,0.032595582,117,0
44162,-0.348931937,0.890986644,1.937751969,0.784537112,0.032324886,-0.258147434,0.587816993,-0.222059992,-0.845064955,0.3860498,1.566323516,0.511157854,0.203427277,0.220840293,1.12054267,-0.33903276,-0.140647025,0.307385448,2.004076374,0.253254893,-0.152397687,-0.311287053,-0.041788727,0.33892306,-0.443282566,0.268188836,-0.200497352,-0.118680064,2.69,0
44339,-1.848775283,0.665456036,0.188049728,-1.030908861,0.437688677,-0.785375685,0.844635647,-0.009560867,-0.417464517,-0.566650266,-1.390140177,-0.146519879,0.497474002,0.254054238,0.343967185,0.592779373,-0.697232097,-0.253191661,0.059250753,-0.56270976,-0.088466912,-0.166860468,0.031157109,-0.494338275,0.275856346,0.901889879,-0.564955391,0.031777719,57.9,0
44393,-4.617461029,3.663395253,-5.29744641,3.880959654,-3.263550913,-0.918546734,-5.715262078,0.83103955,-2.457033778,-5.726817096,3.525725987,-6.48911156,-1.012790632,-7.052310952,0.784445403,-6.77397675,-8.588070073,-4.510891745,1.147877838,-0.346455833,2.698174895,-0.027080891,0.36677523,-0.123011442,-0.300456527,-0.23999624,-0.183463054,-0.073359703,1,1
44532,-0.234922309,0.355412643,1.972182786,-1.255592713,-0.681386509,-0.665731671,0.05911049,-0.003153277,1.122451136,-1.481245861,-0.473852106,0.92218442,0.91351384,-0.499349579,0.933898443,-0.560471963,-0.207706529,0.380541571,0.574335961,-0.003469463,0.22067043,0.912107214,-0.28633768,0.451208247,0.188315252,-0.531845781,0.123184688,0.039580635,1,1
44548,-2.549237458,-6.521153735,-1.795486068,1.599162512,-2.539401514,0.439308992,2.263756451,-0.447556194,0.385175269,-1.0917065,0.651330136,0.888245261,-0.2112629,0.485905055,-0.680580637,0.206074016,-0.093257714,0.345059801,0.248938942,3.897652801,1.098272557,-1.105232422,-1.835660525,0.191936715,-0.279798992,0.907184655,-0.444924599,0.326954838,1968,0
44663,-0.685120688,1.467960009,0.875130702,0.719544208,0.615487844,1.18958026,-0.065463446,0.786105969,-0.877320643,-0.246660822,-0.259573319,0.497575536,1.273787117,0.213299057,1.431975503,-0.022090121,-0.082417523,0.170683044,0.566278176,0.270018534,0.027555742,-0.022989498,0.138239094,3.962197343,-0.180822568,-0.549110175,0.279015694,0.186649408,2,0
44825,-0.537980128,0.425642801,0.324309646,-1.630768742,2.917555224,3.222399276,0.385080331,0.6823216,-0.475535831,-0.475099596,-0.195643696,-0.335081401,-0.159567579,0.098018907,0.655459346,0.697550503,-1.244487056,0.016705968,-0.24786443,0.130928894,-0.261011756,-0.890898562,-0.104308281,0.9788136,-0.03959052,-0.069130193,-0.130643508,-0.120316478,8.98,0
44891,-0.458079896,0.841274076,1.79737005,1.317352588,0.183399333,0.015767392,1.188330016,-0.433958856,0.007559365,0.396425076,-0.099074619,0.184656906,-0.044242307,-0.460542389,0.249826471,-1.484399339,0.516246913,-0.870517146,0.607139899,0.265704933,-0.102299081,0.397219772,-0.159045103,0.420381483,-0.184034847,-0.312545876,-0.011152537,-0.239846643,58.35,0
45085,-5.313802527,2.578534252,-0.508286226,0.082371227,-2.063044615,-0.948380231,-0.937950989,1.411417535,1.941593457,2.32791262,-0.747357244,1.089380329,0.693655105,-0.369866063,-0.063246986,0.037737161,0.384004403,-0.280488449,-0.20977044,0.131212639,-0.302648365,0.614414037,0.414193215,0.782888801,0.552642061,0.469938063,0.657266391,0.309283144,29.99,0
45262,-0.497297638,0.854005736,1.467306742,-0.497437296,0.711353426,-0.770171202,1.032156584,-0.301662384,-0.350590987,-0.746495756,-0.715437715,-0.362525904,0.10602686,-0.643545233,0.556410322,0.682033808,-0.525525861,-0.033494915,-0.469629342,0.037827259,-0.271413973,-0.733947934,-0.143195193,-0.206372558,-0.167302649,-0.053347904,-0.118228155,-0.103140082,9.99,0
45317,0.003813647,-2.041828277,-0.668187645,0.769721282,-1.032308595,-0.865772524,1.110311913,-0.482218234,0.104300472,-0.510470222,-0.423178207,0.540108823,0.44955718,0.230533647,0.140793692,-0.225993307,0.049863668,-0.669030774,0.082622071,1.296480705,0.323002876,-0.426639185,-0.682708075,0.517544591,0.314875232,1.017886486,-0.217925905,0.110515356,674.96,0
45441,1.086593644,0.158830948,0.851958826,1.06664499,-0.597755434,-0.532447865,-0.097095296,-0.010943123,-0.163327149,0.100821318,1.632552816,1.297642223,0.47591545,0.345130186,0.402545113,0.491438415,-0.752830641,0.180845772,-0.170147469,-0.023993069,-0.099729296,-0.384837395,0.088307422,0.501305672,0.245359437,-0.658377385,0.03023814,0.033672178,39.99,0
45463,-1.476893436,2.122313792,-1.22946956,1.201848798,-0.343264388,-1.317703909,-1.528142159,-0.620953383,-1.213040323,-2.975267248,3.532219602,-3.68263987,-1.154777486,-5.165229227,-0.240091425,-2.404927288,-5.671738641,-0.994293951,-0.289935891,0.276893466,1.186035605,-0.04021487,-0.238930087,0.110144326,0.04541837,-0.569232317,0.481018702,-0.047555443,1,1
45501,1.001991715,0.04793838,-0.349001552,1.493958437,0.186938875,0.190965634,-0.001112104,0.147140195,0.58041534,-0.792937991,-0.984171728,-0.567380065,-1.10559225,-1.381213542,0.405490421,0.279890165,1.13216021,0.092992976,-0.298920455,0.016003673,-0.334417439,-1.014314673,-0.128427316,-0.946241838,0.456090275,-0.453205972,0.046627092,0.064698354,105.99,1
45541,-1.519243531,2.308492454,-1.50359932,2.064100584,-1.000845058,-1.016897033,-2.05973052,-0.275166375,-1.562206097,-2.755796928,3.43824826,-3.52152936,-0.918761288,-4.452100249,0.499313754,-2.907903434,-5.248646395,-0.936814653,1.160120294,0.175018552,1.307871432,0.102825644,-0.017746283,0.149695926,-0.096602468,-0.369114568,-0.019244093,-0.208319092,1,1
45969,-1.099054242,0.469159408,1.964596301,1.077679822,0.335675011,2.321661566,-0.267540617,0.748640521,0.740535808,-0.049073963,-1.014887058,0.639429615,-0.065370333,-0.896797331,-1.696142127,-0.832389765,0.232977995,0.242395755,2.117830323,0.3823768,-0.357843326,-0.403513321,-0.382422944,-1.68274765,0.568699116,-0.100599274,0.511615548,0.220744911,49.9,0
46057,-1.309441346,1.786494949,-1.37107024,1.214335492,-0.336642222,-1.390119865,-1.709109107,0.66774759,-1.6998088,-3.84391104,2.962598791,-3.956045201,-1.539231919,-4.634631393,-0.248403491,-2.058551384,-5.635494004,-0.775271204,-0.239309654,0.253464129,0.533521286,-0.022179953,-0.299555851,-0.226416167,0.364360461,-0.475101785,0.571426304,0.293425837,1,1
46149,-1.346508818,2.132430627,-1.854355318,2.116997706,-1.070378379,-1.092671357,-2.230986064,1.036424908,-1.895515736,-3.36401058,2.887047877,-3.784459658,-1.288904258,-3.985626008,0.531838298,-2.60370265,-5.157596397,-0.696010005,1.285961395,0.221918669,0.609508182,0.202874285,-0.060791387,-0.186733353,-0.017401227,-0.283751034,0.395451049,0.233138576,1,1
46153,1.242668894,0.283724657,0.407162633,0.715015297,-0.485823645,-1.247900817,0.214581235,-0.314837852,-0.107169576,-0.046160468,0.077250798,0.629307315,0.653525181,0.22289038,0.83979783,0.005368313,-0.272876827,-0.517917251,-0.329338401,-0.068676425,0.030193844,0.146561983,-0.03520502,0.76886006,0.505422856,0.37480636,-0.037474313,0.014737407,7.83,0
46834,-0.626770409,0.917253981,1.629185807,-0.14069785,1.04028306,0.444660628,1.087762018,-0.062543935,-0.428361025,-0.492835702,-0.22394217,0.347436008,-0.115036259,-0.205422487,-1.533070792,0.176668671,-1.019134344,0.402175917,0.210744802,-0.03868049,-0.158631081,-0.199354908,-0.60687646,-0.839032165,0.848598306,-0.403166122,-0.127971081,-0.185628498,4.8,0
46925,-0.481531151,1.059542277,0.647117403,0.905586234,0.81936824,-0.091183566,0.504134851,0.161064336,-0.765053777,-0.550545348,1.48028602,-0.105359123,-0.804841455,-0.819901849,0.916881766,0.201150539,0.874890632,0.941476679,0.272698476,-0.042515133,0.070632869,0.192490772,-0.174659253,-0.438908073,0.239258997,-0.217823405,-0.072852248,0.010463313,1,1
47136,0.983936193,0.23287673,0.999585164,2.700850209,-0.218279803,0.556209081,-0.175194376,0.266890588,-0.256831054,0.431103846,-0.200249067,0.266130762,-0.569105522,0.050420328,-0.106411378,-0.389544336,0.466333844,-1.641524566,-1.43807987,-0.20876881,-0.198093263,-0.479766922,0.164407359,0.054696975,0.159873176,-0.142667975,0.034452898,0.027590405,35.24,0
47160,-0.919297611,0.10237637,2.142179484,0.952703695,1.164595326,0.458327433,0.253690768,-0.195528964,-0.047080377,0.303958516,-1.059493777,-0.83852703,-0.119297842,-0.31344663,2.089878178,-0.201686594,-0.477722907,0.370125144,0.627928592,0.265194132,0.066251757,0.473677845,-0.439957396,-0.955002973,0.313304129,-0.082899543,-0.366828523,-0.271624412,20,0
47240,-0.017234464,-1.855498838,0.074085248,1.566248196,-1.10781034,0.21392075,0.353661721,0.173858416,0.172804404,-0.056344241,1.151166734,-0.283164412,-2.40993623,1.080259377,1.029472346,0.515007341,-0.376297699,0.273062422,-0.661294423,0.883896442,0.214138594,-0.85454872,-0.356599167,-0.071545888,-0.111351821,-0.649004575,-0.079192918,0.118185909,593.28,0
47271,1.23110287,0.268634697,0.181187771,0.504953179,-0.178248762,-0.565319735,-0.03622787,-0.022496552,-0.167958725,-0.107402248,1.297213569,0.685254831,-0.045463983,-0.061301517,0.444687161,0.782534374,-0.361314659,0.333879934,0.215647447,-0.069206792,-0.258666621,-0.799382651,0.076877407,-0.043490716,0.220530657,0.097844574,-0.02943191,0.017260824,4.49,0
47339,0.801396819,-0.220488002,-1.271436942,-1.158426219,2.349269059,3.018820487,-0.281504604,0.560513903,0.311327659,0.363807678,0.010254309,-0.167537495,0.104349935,-0.005066685,1.369012147,0.300114813,-0.805304908,0.095377036,0.925478666,0.089965695,-0.095827431,-0.195452358,0.438894038,1.044247162,-0.970550194,0.816831791,-0.385789133,-0.381517487,4.42,0
47545,1.176715759,0.557090903,-0.490799623,0.756424293,0.249191559,-0.781870547,0.228750322,-0.040840079,-0.432110564,-0.585778431,2.281939376,0.654566719,-0.310379432,-1.043705225,0.513750399,0.399177755,1.143130078,0.256013886,-0.511210088,-0.102771805,-0.062166,-0.12816813,-0.04017599,0.110040347,0.437891432,0.368808854,-0.018287348,0.031173403,0.76,1
47826,-0.887286906,1.390001509,1.21968582,1.661425176,1.009227839,-0.733908445,0.855828927,7.68E-05,-1.275631494,-0.433393926,0.141178993,-0.460348456,-0.367867931,-1.168339418,0.152107631,0.882231824,0.601804858,-0.304092391,-2.191764278,-0.268347371,-0.083734377,-0.346930257,-0.050618707,0.231044425,-0.450759875,-0.376205381,0.034504369,0.15777532,7.58,1
